ID_Pasajero;Sobrevivio;Clase;Nombre;Genero;EstadoCivil;Edad;Hermanos/Conyuge;Padres/Hijos;Tiquete;Tarifa;Puerto
1173;0;3;Peacock, Master. Alfred Edward;;1;1;1;1;SOTON/O.Q. 3101315;13,78;S
1174;1;3;Fleming, Miss. Honora;Femenino;1;17;0;0;364859;7,75;Q
1175;1;3;Touma, Miss. Maria Youssef;Femenino;1;9;1;1;2650;15,25;C
1176;1;3;Rosblom, Miss. Salli Helena;Femenino;1;2;1;1;370129;20,21;S
1177;0;3;Dennis, Mr. William;Masculino;5;36;0;0;A/5 21175;7,25;S
1178;0;3;Franklin, Mr. Charles (Charles Fardon);Masculino;5;42;0;0;SOTON/O.Q. 3101314;7,25;S
1179;0;1;Snyder, Mr. John Pillsbury;Masculino;1;24;1;0;21228;82,27;S
1180;0;3;Mardirosian, Mr. Sarkis;Masculino;3;62;0;0;2655;7,23;C
1181;0;3;Ford, Mr. Arthur;Masculino;2;57;0;0;A/5 1478;8,05;S
1182;0;1;Rheims, Mr. George Alexander Lucien;Masculino;1;58;0;0;PC 17607;39,60;S
1183;1;3;"Daly, Miss. Margaret Marcella Maggie""""";Femenino;1;30;0;0;382650;6,95;Q
1184;0;3;Nasr, Mr. Mustafa;Masculino;1;18;0;0;2652;7,23;C
1185;0;1;Dodge, Dr. Washington;Masculino;1;53;1;1;33638;81,86;S
1186;0;3;Wittevrongel, Mr. Camille;Masculino;2;36;0;0;345771;9,50;S
1187;0;3;Angheloff, Mr. Minko;Masculino;2;26;0;0;349202;7,90;S
1188;1;2;Laroche, Miss. Louise;Femenino;1;1;1;2;SC/Paris 2123;41,58;C
1189;0;3;Samaan, Mr. Hanna;Masculino;3;30;2;0;2662;21,68;C
1190;0;1;Loring, Mr. Joseph Holland;Masculino;2;30;0;0;113801;45,50;S
1191;0;3;Johansson, Mr. Nils;Masculino;3;29;0;0;347467;7,85;S
1192;0;3;Olsson, Mr. Oscar Wilhelm;Masculino;4;32;0;0;347079;7,78;S
1193;0;2;Malachard, Mr. Noel;Masculino;1;16;0;0;237735;15,05;C
1194;0;2;Phillips, Mr. Escott Robert;Masculino;2;43;0;1;S.O./P.P. 2;21,00;S
1195;0;3;Pokrnic, Mr. Tome;Masculino;1;24;0;0;315092;8,66;S
1196;1;3;"McCarthy, Miss. Catherine Katie""""";Femenino;2;63;0;0;383123;7,75;Q
1197;1;1;Crosby, Mrs. Edward Gifford (Catherine Elizabeth Halstead);Femenino;3;64;1;1;112901;26,55;S
1198;0;1;Allison, Mr. Hudson Joshua Creighton;Masculino;1;30;1;2;113781;151,55;S
1199;0;3;Aks, Master. Philip Frank;Masculino;1;1;0;1;392091;9,35;S
1200;0;1;Hays, Mr. Charles Melville;Masculino;4;55;1;1;12749;93,50;S
1201;1;3;Hansen, Mrs. Claus Peter (Jennie L Howard);Femenino;5;45;1;0;350026;14,11;S
1202;0;3;Cacic, Mr. Jego Grga;Masculino;1;18;0;0;315091;8,66;S
1203;0;3;Vartanian, Mr. David;Masculino;4;22;0;0;2658;7,23;C
1204;0;3;Sadowitz, Mr. Harry;Masculino;1;65;0;0;LP 1588;7,58;S
1205;1;3;Carr, Miss. Jeannie;Femenino;1;37;0;0;368364;7,75;Q
1206;1;1;White, Mrs. John Stuart (Ella Holmes);Femenino;3;55;0;0;PC 17760;135,63;C
1207;1;3;Hagardon, Miss. Kate;Femenino;1;17;0;0;AQ/3. 30631;7,73;Q
1208;0;1;Spencer, Mr. William Augustus;Masculino;2;57;1;0;PC 17569;146,52;C
1209;0;2;Rogers, Mr. Reginald Harry;Masculino;3;19;0;0;28004;10,50;S
1210;0;3;Jonsson, Mr. Nils Hilding;Masculino;3;27;0;0;350408;7,85;S
1211;0;2;Jefferys, Mr. Ernest Wilfred;Masculino;1;22;2;0;C.A. 31029;31,50;S
1212;0;3;Andersson, Mr. Johan Samuel;Masculino;1;26;0;0;347075;7,78;S
1213;0;3;Krekorian, Mr. Neshan;Masculino;5;25;0;0;2654;7,23;C
1214;0;2;Nesson, Mr. Israel;Masculino;3;26;0;0;244368;13,00;S
1215;0;1;Rowe, Mr. Alfred G;Masculino;4;33;0;0;113790;26,55;S
1216;1;1;Kreuchen, Miss. Emilie;Femenino;2;39;0;0;24160;211,34;S
1217;0;3;Assam, Mr. Ali;Masculino;5;23;0;0;SOTON/O.Q. 3101309;7,05;S
1218;1;2;Becker, Miss. Ruth Elizabeth;Femenino;1;12;2;1;230136;39,00;S
1219;0;1;"Rosenshine, Mr. George (Mr George Thorne"")""";Masculino;3;46;0;0;PC 17585;79,20;C
1220;0;2;Clarke, Mr. Charles Valentine;Masculino;3;29;1;0;2003;26,00;S
1221;0;2;Enander, Mr. Ingvar;Masculino;4;21;0;0;236854;13,00;S
1222;1;2;Davies, Mrs. John Morgan (Elizabeth Agnes Mary White) ;Femenino;1;48;0;2;C.A. 33112;36,75;S
1223;0;1;Dulles, Mr. William Crothers;Masculino;1;39;0;0;PC 17580;29,70;C
1224;0;3;Thomas, Mr. Tannous;Masculino;2;49;0;0;2684;7,23;C
1225;1;3;"Nakid, Mrs. Said (Waika Mary"" Mowad)""";Femenino;1;19;1;1;2653;15,74;C
1226;0;3;Cor, Mr. Ivan;Masculino;2;27;0;0;349229;7,90;S
1227;0;1;Maguire, Mr. John Edward;Masculino;5;30;0;0;110469;26,00;S
1228;0;2;de Brito, Mr. Jose Joaquim;Masculino;4;32;0;0;244360;13,00;S
1229;0;3;Elias, Mr. Joseph;Masculino;2;39;0;2;2675;7,23;C
1230;0;2;Denbury, Mr. Herbert;Masculino;4;25;0;0;C.A. 31029;31,50;S
1231;0;3;Betros, Master. Seman;Masculino;1;41;0;0;2622;7,23;C
1232;0;2;Fillbrook, Mr. Joseph Charles;Masculino;1;18;0;0;C.A. 15185;10,50;S
1233;0;3;Lundstrom, Mr. Thure Edvin;Masculino;2;32;0;0;350403;7,58;S
1234;0;3;Sage, Mr. John George;Masculino;2;44;1;9;CA. 2343;69,55;S
1235;1;1;Cardeza, Mrs. James Warburton Martinez (Charlotte Wardle Drake);Femenino;4;58;0;1;PC 17755;512,33;C
1236;0;3;van Billiard, Master. James William;Masculino;1;33;1;1;A/5. 851;14,50;S
1237;1;3;Abelseth, Miss. Karen Marie;Femenino;1;16;0;0;348125;7,65;S
1238;0;2;Botsford, Mr. William Hull;Masculino;3;26;0;0;237670;13,00;S
1239;1;3;Whabee, Mrs. George Joseph (Shawneene Abi-Saab);Femenino;1;38;0;0;2688;7,23;C
1240;0;2;Giles, Mr. Ralph;Masculino;4;24;0;0;248726;13,50;S
1241;1;2;Walcroft, Miss. Nellie;Femenino;4;31;0;0;F.C.C. 13528;21,00;S
1242;1;1;Greenfield, Mrs. Leo David (Blanche Strouse);Femenino;4;45;0;1;PC 17759;63,36;C
1243;0;2;Stokes, Mr. Philip Joseph;Masculino;4;25;0;0;F.C.C. 13540;10,50;S
1244;0;2;Dibden, Mr. William;Masculino;1;18;0;0;S.O.C. 14879;73,50;S
1245;0;2;Herman, Mr. Samuel;Masculino;2;49;1;2;220845;65,00;S
1246;1;3;"Dean, Miss. Elizabeth Gladys Millvina""""";Femenino;1;43;1;2;C.A. 2315;20,58;S
1247;0;1;Julian, Mr. Henry Forbes;Masculino;4;50;0;0;113044;26,00;S
1248;1;1;Brown, Mrs. John Murray (Caroline Lane Lamson);Femenino;1;59;2;0;11769;51,48;S
1249;0;3;Lockyer, Mr. Edward;Masculino;1;45;0;0;1222;7,88;S
1250;0;3;O'Keefe, Mr. Patrick;Masculino;1;18;0;0;368402;7,75;Q
1251;1;3;Lindell, Mrs. Edvard Bengtsson (Elin Gerda Persson);Femenino;3;30;1;0;349910;15,55;S
1252;0;3;Sage, Master. William Henry;Masculino;1;15;8;2;CA. 2343;69,55;S
1253;1;2;Mallet, Mrs. Albert (Antoinette Magnin);Femenino;1;24;1;1;S.C./PARIS 2079;37,00;C
1254;1;2;Ware, Mrs. John James (Florence Louise Long);Femenino;4;31;0;0;CA 31352;21,00;S
1255;0;3;Strilic, Mr. Ivan;Masculino;2;27;0;0;315083;8,66;S
1256;1;1;Harder, Mrs. George Achilles (Dorothy Annan);Femenino;2;25;1;0;11765;55,44;C
1257;1;3;Sage, Mrs. John (Annie Bullen);Femenino;1;18;1;9;CA. 2343;69,55;S
1258;0;3;Caram, Mr. Joseph;Masculino;5;27;1;0;2689;14,46;C
1259;1;3;"Riihivouri, Miss. Susanna Juhantytar Sanni""""";Femenino;2;22;0;0;3101295;39,69;S
1260;1;1;Gibson, Mrs. Leonard (Pauline C Boeson);Femenino;5;45;0;1;112378;59,40;C
1261;0;2;Pallas y Castello, Mr. Emilio;Masculino;1;29;0;0;SC/PARIS 2147;13,86;C
1262;0;2;Giles, Mr. Edgar;Masculino;3;21;1;0;28133;11,50;S
1263;1;1;Wilson, Miss. Helen Alice;Femenino;5;31;0;0;16966;134,50;C
1264;0;1;Ismay, Mr. Joseph Bruce;Masculino;2;49;0;0;112058;0,00;S
1265;0;2;Harbeck, Mr. William H;Masculino;3;44;0;0;248746;13,00;S
1266;1;1;Dodge, Mrs. Washington (Ruth Vidaver);Femenino;5;54;1;1;33638;81,86;S
1267;1;1;Bowen, Miss. Grace Scott;Femenino;3;45;0;0;PC 17608;262,38;C
1268;1;3;Kink, Miss. Maria;Femenino;4;22;2;0;315152;8,66;S
1269;0;2;"Cotterill, Mr. Henry Harry""""";Masculino;3;21;0;0;29107;11,50;S
1270;0;1;Hipkins, Mr. William Edward;Masculino;4;55;0;0;680;50,00;S
1271;0;3;Asplund, Master. Carl Edgar;Masculino;1;5;4;2;347077;31,39;S
1272;0;3;O'Connor, Mr. Patrick;Masculino;1;45;0;0;366713;7,75;Q
1273;0;3;Foley, Mr. Joseph;Masculino;5;26;0;0;330910;7,88;Q
1274;1;3;Risien, Mrs. Samuel (Emma);Femenino;1;20;0;0;364498;14,50;S
1275;1;3;McNamee, Mrs. Neal (Eileen O'Leary);Femenino;1;19;1;0;376566;16,10;S
1276;0;2;"Wheeler, Mr. Edwin Frederick""""";Masculino;5;29;0;0;SC/PARIS 2159;12,88;S
1277;1;2;Herman, Miss. Kate;Femenino;5;24;1;2;220845;65,00;S
1278;0;3;Aronsson, Mr. Ernst Axel Algot;Masculino;2;24;0;0;349911;7,78;S
1279;0;2;Ashby, Mr. John;Masculino;1;57;0;0;244346;13,00;S
1280;0;3;Canavan, Mr. Patrick;Masculino;1;21;0;0;364858;7,75;Q
1281;0;3;Palsson, Master. Paul Folke;Masculino;1;6;3;1;349909;21,08;S
1282;0;1;Payne, Mr. Vivian Ponsonby;Masculino;4;23;0;0;12749;93,50;S
1283;1;1;Lines, Mrs. Ernest H (Elizabeth Lindsey James);Femenino;3;51;0;1;PC 17592;39,40;S
1284;0;3;Abbott, Master. Eugene Joseph;Masculino;1;13;0;2;C.A. 2673;20,25;S
1285;0;2;Gilbert, Mr. William;Masculino;1;47;0;0;C.A. 30769;10,50;S
1286;0;3;Kink-Heilmann, Mr. Anton;Masculino;1;29;3;1;315153;22,03;S
1287;1;1;Smith, Mrs. Lucien Philip (Mary Eloise Hughes);Femenino;1;18;1;0;13695;60,00;S
1288;0;3;Colbert, Mr. Patrick;Masculino;1;24;0;0;371109;7,25;Q
1289;1;1;Frolicher-Stehli, Mrs. Maxmillian (Margaretha Emerentia Stehli);Femenino;2;48;1;1;13567;79,20;C
1290;0;3;Larsson-Rondberg, Mr. Edvard A;Masculino;2;22;0;0;347065;7,78;S
1291;0;3;Conlon, Mr. Thomas Henry;Masculino;5;31;0;0;21332;7,73;Q
1292;1;1;Bonnell, Miss. Caroline;Femenino;4;30;0;0;36928;164,87;S
1293;0;2;Gale, Mr. Harry;Masculino;5;38;1;0;28664;21,00;S
1294;1;1;Gibson, Miss. Dorothy Winifred;Femenino;4;22;0;1;112378;59,40;C
1295;0;1;Carrau, Mr. Jose Pedro;;1;17;0;0;113059;47,10;S
1296;0;1;Frauenthal, Mr. Isaac Gerald;Masculino;4;43;1;0;17765;27,72;C
1297;0;2;"Nourney, Mr. Alfred (Baron von Drachstedt"")""";Masculino;2;20;0;0;SC/PARIS 2166;13,86;C
1298;0;2;Ware, Mr. William Jeffery;Masculino;4;23;1;0;28666;10,50;S
1299;0;1;Widener, Mr. George Dunton;Masculino;5;50;1;1;113503;211,50;C
1300;1;3;"Riordan, Miss. Johanna Hannah""""";Femenino;3;27;0;0;334915;7,72;Q
1301;1;3;Peacock, Miss. Treasteall;Femenino;1;3;1;1;SOTON/O.Q. 3101315;13,78;S
1302;1;3;Naughton, Miss. Hannah;Femenino;1;36;0;0;365237;7,75;Q
1303;1;1;Minahan, Mrs. William Edward (Lillian E Thorpe);Femenino;1;37;1;0;19928;90,00;Q
1304;1;3;Henriksson, Miss. Jenny Lovisa;Femenino;3;28;0;0;347086;7,78;S
1305;0;3;Spector, Mr. Woolf;Masculino;1;64;0;0;A.5. 3236;8,05;S
1306;1;1;Oliva y Ocana, Dona. Fermina;Femenino;5;39;0;0;PC 17758;108,90;C
1307;0;3;Saether, Mr. Simon Sivertsen;Masculino;3;39;0;0;SOTON/O.Q. 3101262;7,25;S
1308;0;3;Ware, Mr. Frederick;Masculino;1;43;0;0;359309;8,05;S
1309;0;3;Peter, Master. Michael J;Masculino;1;26;1;1;2668;22,36;C
